Molecule,State,is_primary,conformer,energy,opt_success,no_imaginary,homo,lumo,homo_lumo_gap,dipole,max_positive_charge,max_negative_charge,charge_spread,avg_charge,crest_num_conformers,crest_energy_range,crest_energy,crest_population,excited_energy,excited_opt_success,excited_homo,excited_lumo,excited_homo_lumo_gap,excitation_energy_ev,gap_ev,energy_diff_from_neutral,homo_num,lumo_num,gap_calculated,conformational_flexibility,energy_diversity,charge_polarity,charge_intensity,has_nh2,has_oh,has_cn,has_me,has_f,is_ring,is_neutral,is_cation,is_triplet,is_primary_num,molecular_complexity,ring_count,has_5ring,has_3ring,has_7ring,has_in_group,has_out_group,has_both_groups,has_cn_alt,cn_count,has_nh2_alt,nh2_count,has_oh_alt,oh_count,has_me_alt,me_count,has_f_alt,f_count,has_sh,sh_count,has_bh2,bh2_count,has_cf3,cf3_count,has_no2,no2_count,has_ome,ome_count,has_nme2,nme2_count,has_nph3,nph3_count,has_nn+,nn+_count,total_substituents,structural_complexity,estimated_size,estimated_polarity,estimated_hydrophobicity,electron_donating_effect,electron_withdrawing_effect,net_electronic_effect,estimated_conjugation,planarity_index,homo_polarity,lumo_electronic_effect,gap_conjugation,energy_per_size,dipole_planarity,s1_t1_gap_ev,is_negative_gap
sesqui_5ring_2nph3,neutral,True,conf_1,-1257.222576,True,True,-3.832997804000001,-1.70479421,2.1282035940000004,,0.587677,-0.457883,1.04556,-3.3333333334291864e-08,14.0,4551.95,0.0,100.0,-1257.20976491,False,,,,0.3486076944201881,,0.0,-3.832997804000001,-1.70479421,2.1282035940000013,2.70805020110221,8.423530653504221,1.04556,1.04556,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,12.0,1.0,3.0,1.5,0.1,1.4,5.0,0.1,-3.832997804000001,-2.386711894,0.3547000078333205,-104.768548,0.0,0.4384610782000001,0
sesqui_5ring_2nph3,cation,True,conf_1,-1257.1036623,True,False,-4.502398244,-2.3388198300000003,2.163578414,,,,,,5.0,5002.5,0.0,100.0,,,,,,,,0.1189136999998936,-4.502398244,-2.3388198300000003,2.163578414,1.791759469228055,8.51789294653051,,,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,12.0,1.0,3.0,1.5,0.1,1.4,5.0,0.1,-4.502398244,-3.274347762,0.3605958013403311,-104.758638525,0.0,0.44907352419999996,0
sesqui_5ring_2nph3,triplet,True,conf_1,-1257.2092546,True,True,-3.845242934,-1.93609111,1.909151824,,,,,,11.0,4549.44,0.0,100.0,,,,,,,0.3624939439598711,0.0133213999999952,-3.845242934,-1.93609111,1.909151824,2.4849066497880004,8.422979210566236,,,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,12.0,1.0,3.0,1.5,0.1,1.4,5.0,0.1,-3.845242934,-2.710527554,0.3181914403475994,-104.76743788333332,0.0,0.3727455472,0
3ring_nh2,neutral,True,conf_2,-418.8159931,True,True,-4.867303118000001,-0.215514288,4.65178883,,0.168632,-0.125303,0.293935,5.555555555869508e-08,2.0,152.48,152.48,0.0,-418.7368103,True,-4.419403474,-0.215514288,4.203889186,2.154674843920336,,0.0,-4.867303118000001,-0.215514288,4.651788830000001,1.0986122886681098,5.033570265378752,0.293935,0.293935,1,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.5,3.0,-2.0,2.0,0.1,1.9,4.0,2.0,-14.601909354000002,-0.4094771472,0.9303559052881896,-93.0702206888889,0.0,1.1955366490000001,0
3ring_nh2,cation,True,conf_1,-418.6508679,True,True,-6.158756162,-0.79321231,5.365543852,,,,,,1.0,0.0,0.0,100.0,,,,,,,,0.165125200000034,-6.158756162,-0.79321231,5.365543852,0.6931471805599453,0.0,,,1,0,0,0,0,1,0,1,0,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.5,3.0,-2.0,2.0,0.1,1.9,4.0,2.0,-18.476268486,-1.507103389,1.0731066241867515,-93.0335262,0.0,1.4096631556,0
3ring_nh2,triplet,True,conf_1,-418.7138967,True,True,-3.655307362,0.090886076,3.7461934380000006,,,,,,4.0,1634.03,0.0,100.0,,,,,,,2.7781859789598244,0.1020963999999935,-3.655307362,0.090886076,3.746193438,1.6094379124341005,7.399416431786873,,,1,0,0,0,0,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.5,3.0,-2.0,2.0,0.1,1.9,4.0,2.0,-10.965922086,0.1726835443999999,0.7492371891256218,-93.0475326,0.0,0.9238580314000002,0
5ring_ome_3ring_cn_in,neutral,True,conf_1,-721.3525796,True,True,-4.954107484000001,-3.581836582,1.372270902,,0.210467,-0.340979,0.551446,-4.166666666468449e-08,3.0,2825.67,0.0,100.0,-721.340293654,False,-4.94431138,-3.581836582,1.362474798,0.3343177909849436,,0.0,-4.954107484000001,-3.581836582,1.3722709020000003,1.3862943611198906,7.946854619362427,0.551446,0.551446,0,0,1,1,0,1,1,0,0,1,4,2,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,13.0,6.2,-0.5,1.5,3.0,-1.5,10.0,4.0,-30.715466400800004,5.372754873,0.1247517867711029,-55.48865996923077,0.0,0.21168127059999997,0
5ring_ome_3ring_cn_in,cation,True,conf_1,-721.1912007,True,True,-5.998208902,-3.830820892,2.1673880100000003,,,,,,4.0,2575.92,0.0,100.0,,,,,,,,0.1613789000000451,-5.998208902,-3.830820892,2.16738801,1.6094379124341005,7.8543501663210575,,,0,0,1,1,0,1,0,1,0,1,4,2,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,13.0,6.2,-0.5,1.5,3.0,-1.5,10.0,4.0,-37.1888951924,5.746231338,0.1970350945135504,-55.47624620769231,0.0,0.45021640300000004,0
5ring_ome_3ring_cn_in,triplet,True,conf_2,-721.3488929,True,True,-4.738593196,-1.962758282,2.775834914,,,,,,3.0,2589.73,592.37,0.0,,,,,,,0.1003202683800797,0.0036867000000029,-4.738593196,-1.962758282,2.775834914,1.3862943611198906,7.8596949682622625,,,0,0,1,1,0,1,0,0,1,1,4,2,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,13.0,6.2,-0.5,1.5,3.0,-1.5,10.0,4.0,-29.3792778152,2.944137423,0.252348399137819,-55.48837637692308,0.0,0.6327504741999999,0
5ring_bh2_in,neutral,True,conf_1,-359.0016291,True,True,-6.2692344460000005,-2.552157206,3.71707724,,0.217479,-0.095727,0.313206,0.0,1.0,0.0,0.0,100.0,-358.9977108,True,-6.0771219620000005,-2.552157206,3.524964756,0.1066224286202549,,0.0,-6.2692344460000005,-2.552157206,3.717077240000001,0.6931471805599453,0.0,0.313206,0.313206,0,0,0,0,0,1,1,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,1.0,0.5,0.0,1.0,-1.0,5.0,2.0,-6.2692344460000005,2.552157206,0.6195118408135988,-59.83360485,0.0,0.9151231719999999,0
5ring_bh2_in,cation,True,conf_2,-358.7888052,True,False,-7.402861370000001,-3.257748808,4.145112562,,,,,,2.0,3899.34,3899.34,0.0,,,,,,,,0.2128238999999894,-7.402861370000001,-3.257748808,4.145112562000001,1.0986122886681098,8.268819007805007,,,0,0,0,0,0,1,0,1,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,1.0,0.5,0.0,1.0,-1.0,5.0,2.0,-7.402861370000001,3.257748808,0.6908509422484298,-59.7981342,0.0,1.0435337686,0
5ring_bh2_in,triplet,True,conf_3,-358.9639248,True,True,-5.893717126,-1.59458804,4.299129086000001,,,,,,3.0,4523.08,4523.08,0.0,,,,,,,1.0259867890208134,0.0377043000000298,-5.893717126,-1.59458804,4.299129086000001,1.3862943611198906,8.41716952054562,,,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,1.0,0.5,0.0,1.0,-1.0,5.0,2.0,-5.893717126,1.59458804,0.7165203201328,-59.8273208,0.0,1.0897387258000002,0
5ring_nh2_out,neutral,True,conf_2,-418.77,True,False,-4.637094674,-0.5551125600000001,4.0819821140000005,,0.129184,-0.236993,0.366177,-5.555555555561113e-08,2.0,994.6,994.6,0.0,-418.7177742,True,-3.96878269,-0.5551125600000001,3.4136701300000003,1.4211371341192869,,0.0,-4.637094674,-0.5551125600000001,4.081982114,1.0986122886681098,6.903345570493437,0.366177,0.366177,1,0,0,0,0,1,1,0,0,1,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.5,3.0,-2.0,2.0,0.1,1.9,6.0,2.0,-13.911284022,-1.0547138640000002,0.5831394689436158,-64.42615384615384,0.0,1.0245946342,0
5ring_nh2_out,cation,True,conf_1,-418.6260926,True,True,-5.349489126,-1.4419320860000002,3.90755704,,,,,,1.0,0.0,0.0,100.0,,,,,,,,0.1439073999999891,-5.349489126,-1.4419320860000002,3.90755704,0.6931471805599453,0.0,,,1,0,0,0,0,1,0,1,0,1,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.5,3.0,-2.0,2.0,0.1,1.9,6.0,2.0,-16.048467377999998,-2.7396709634000005,0.558221636826233,-64.40401424615385,0.0,0.9722671119999999,0
5ring_nh2_out,triplet,True,conf_3,-418.7219358,True,True,-3.9470135700000006,-0.338237702,3.608775868,,,,,,5.0,3879.89,689.63,0.0,,,,,,,1.30789417187997,0.0480641999999988,-3.9470135700000006,-0.338237702,3.608775868000001,1.791759469228055,8.263819787756717,,,1,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.5,3.0,-2.0,2.0,0.1,1.9,6.0,2.0,-11.84104071,-0.6426516337999999,0.515538673230467,-64.41875935384616,0.0,0.8826327603999999,0
5ring_oh_3ring_cf3_sp,neutral,True,conf_2,-1132.0328106,True,True,-4.787573716000001,-2.2517433500000004,2.5358303660000003,,0.566674,-0.242077,0.808751,-4.545454545096377e-08,5.0,3119.97,205.2,0.0,-1131.99629791,False,-4.809887064000001,-2.2517433500000004,2.558143714,0.9935614126627708,,0.0,-4.787573716000001,-2.2517433500000004,2.5358303660000003,1.791759469228055,8.045899129920832,0.808751,0.808751,0,1,0,0,0,1,1,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,5,12.5,9.5,-0.5,1.0,3.5,-2.5,9.0,2.5,-45.48195030200001,5.629358375000001,0.253582783017217,-90.562624848,0.0,0.5607491098000001,0
5ring_oh_3ring_cf3_sp,cation,True,conf_2,-1131.8771286,True,True,-5.952765864000001,-2.667261428,3.2855044360000005,,,,,,5.0,3344.0,254.77,0.0,,,,,,,,0.1556819999998424,-5.952765864000001,-2.667261428,3.2855044360000005,1.791759469228055,8.11522197256233,,,0,1,0,0,0,1,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,5,12.5,9.5,-0.5,1.0,3.5,-2.5,9.0,2.5,-56.551275708000006,6.66815357,0.328550115049885,-90.550170288,0.0,0.7856513308000002,0
5ring_oh_3ring_cf3_sp,triplet,True,conf_2,-1132.0157624,True,True,-5.11710377,-1.530097022,3.587006748,,,,,,8.0,4331.07,695.28,0.0,,,,,,,0.4639053894762678,0.0170481999998628,-5.11710377,-1.530097022,3.587006748,2.19722457733622,8.373800766808428,,,0,1,0,0,0,1,0,0,1,1,4,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,5,12.5,9.5,-0.5,1.0,3.5,-2.5,9.0,2.5,-48.612485815,3.825242555,0.3587003160996839,-90.561260992,0.0,0.8761020244,0
5ring_me_3ring_cn_in,neutral,True,conf_1,-571.0554499,True,True,-5.475477908,-3.502379294,1.9730986140000009,,0.205211,-0.275473,0.480684,-4.545454545159457e-08,1.0,0.0,0.0,100.0,-571.025727134,False,-5.495614344,-3.502379294,1.9932350500000005,0.8087980747314064,,0.0,-5.475477908,-3.502379294,1.9730986140000004,0.6931471805599453,0.0,0.480684,0.480684,0,0,1,1,0,1,1,0,0,1,3,2,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.0,3.7,0.0,0.5,3.0,-2.5,10.0,4.0,-20.2592682596,8.755948235,0.1793724382068744,-51.91413180909091,0.0,0.3919295842000002,0
5ring_me_3ring_cn_in,cation,True,conf_1,-570.8737474,True,True,-6.821081638000001,-3.857488064,2.9635935740000003,,,,,,1.0,0.0,0.0,100.0,,,,,,,,0.1817025000000285,-6.821081638000001,-3.857488064,2.963593574000001,0.6931471805599453,0.0,,,0,0,1,1,0,1,0,1,0,1,3,2,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.0,3.7,0.0,0.5,3.0,-2.5,10.0,4.0,-25.238002060600003,9.64372016,0.2694173527114976,-51.8976134,0.0,0.6890780722000001,0
5ring_me_3ring_cn_in,triplet,True,conf_1,-571.0337354,True,False,-4.805533240000001,-2.21364739,2.59188585,,,,,,1.0,0.0,0.0,100.0,,,,,,,0.590881945300818,0.02171450000003,-4.805533240000001,-2.21364739,2.5918858500000006,0.6931471805599453,0.0,,,0,0,1,1,0,1,0,0,1,1,3,2,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.0,3.7,0.0,0.5,3.0,-2.5,10.0,4.0,-17.780472988000003,5.5341184750000005,0.235625772158389,-51.91215776363636,0.0,0.577565755,0
5ring_bh2_out,neutral,True,conf_1,-358.9986057,True,True,-6.218621242,-2.020174336,4.198446906,,0.239402,-0.0819,0.321302,-5.555555555300904e-08,1.0,0.0,0.0,100.0,-358.9863301,True,-5.798205112,-2.020174336,3.778030776,0.3340362618402582,,0.0,-6.218621242,-2.020174336,4.198446906,0.6931471805599453,0.0,0.321302,0.321302,0,0,0,0,0,1,1,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,1.0,0.5,0.0,1.0,-1.0,5.0,2.0,-6.218621242,2.020174336,0.6997399847666921,-59.83310095,0.0,1.0595340718,0
5ring_bh2_out,cation,True,conf_2,-358.79101618,False,,-7.532931862000001,-2.80957705,4.723354812,,,,,,2.0,2776.1,2776.1,0.0,,,,,,,,0.207589519999999,-7.532931862000001,-2.80957705,4.723354812,1.0986122886681098,7.9291624967412755,,,0,0,0,0,0,1,0,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,1.0,0.5,0.0,1.0,-1.0,5.0,2.0,-7.532931862000001,2.80957705,0.7872244899591835,-59.79850269666667,0.0,1.2170064436,0
5ring_bh2_out,triplet,True,conf_2,-358.9390488,True,True,-5.472756768,-2.611750172,2.861006596,,,,,,2.0,1621.48,1621.48,0.0,,,,,,,1.6206266286589497,0.0595568999999613,-5.472756768,-2.611750172,2.861006596,1.0986122886681098,7.391711121845876,,,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,1.0,0.5,0.0,1.0,-1.0,5.0,2.0,-5.472756768,2.611750172,0.4768336379439368,-59.8231748,0.0,0.6583019788,0
5ring_nh2_3ring_cn_in,neutral,True,conf_1,-603.1097301,True,True,-4.315183812,-3.399520202,0.91566361,,0.163123,-0.306088,0.469211,-8.326672684688674e-18,1.0,0.0,0.0,100.0,-603.104745796,False,-4.048239978000001,-3.399520202,0.6487197760000004,0.1356298898657131,,0.0,-4.315183812,-3.399520202,0.9156636099999996,0.6931471805599453,0.0,0.469211,0.469211,1,0,1,0,0,1,1,0,0,1,3,2,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.5,6.5,-3.0,2.0,3.0,-1.0,11.0,4.0,-28.048694778,3.399520202,0.0763052372456356,-52.44432435652174,0.0,0.07469908299999994,0
5ring_nh2_3ring_cn_in,cation,True,conf_1,-602.9800754,True,False,-4.958461308,-3.969326918,0.9891343899999998,,,,,,1.0,0.0,0.0,100.0,,,,,,,,0.1296546999999464,-4.958461308,-3.969326918,0.9891343900000004,0.6931471805599453,0.0,,,1,0,1,0,0,1,0,1,0,1,3,2,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.5,6.5,-3.0,2.0,3.0,-1.0,11.0,4.0,-32.229998502,3.969326918,0.0824277971435024,-52.43305003478261,0.0,0.09674031699999991,0
5ring_nh2_3ring_cn_in,triplet,True,conf_1,-603.1336503,True,True,-4.6112438440000005,-1.5989418640000002,3.01230198,,,,,,1.0,0.0,0.0,100.0,,,,,,,-0.6509021302805574,-0.0239202000000204,-4.6112438440000005,-1.5989418640000002,3.01230198,0.6931471805599453,0.0,,,1,0,1,0,0,1,0,0,1,1,3,2,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.5,6.5,-3.0,2.0,3.0,-1.0,11.0,4.0,-29.973084986000003,1.5989418640000002,0.2510249558125368,-52.44640437391304,0.0,0.703690594,0
sesqui_7ring_2cn_in,neutral,True,conf_1,-647.2761874,True,True,-6.15930039,-2.841142274,3.318158116,,0.102813,-0.139411,0.242224,4.16666666668529e-08,1.0,0.0,0.0,100.0,-647.232517998,False,-6.172361862000001,-2.841142274,3.331219588,1.1883055655821937,,0.0,-6.15930039,-2.841142274,3.318158116,0.6931471805599453,0.0,0.242224,0.242224,0,0,1,0,0,1,1,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9.0,3.5,-1.0,0.0,3.0,-3.0,9.0,2.0,-21.557551365,8.523426822000001,0.3318154797845202,-71.91957637777779,0.0,0.7954474348,0
sesqui_7ring_2cn_in,cation,True,conf_2,-647.0782986,True,True,-6.846116126,-3.873270676,2.97284545,,,,,,7.0,3381.02,508.28,0.0,,,,,,,,0.197888799999987,-6.846116126,-3.873270676,2.97284545,2.079441541679836,8.126228443101596,,,0,0,1,0,0,1,0,1,0,1,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9.0,3.5,-1.0,0.0,3.0,-3.0,9.0,2.0,-23.961406441,11.619812028,0.2972842477157523,-71.89758873333334,0.0,0.691853635,0
sesqui_7ring_2cn_in,triplet,True,conf_2,-647.2422978,True,True,-5.052612752000001,-2.563041766,2.4895709860000004,,,,,,2.0,2097.76,2097.76,0.0,,,,,,,0.9221834614417936,0.0338896000000659,-5.052612752000001,-2.563041766,2.489570986000001,1.0986122886681098,7.649101973121317,,,0,0,1,0,0,1,0,0,1,1,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9.0,3.5,-1.0,0.0,3.0,-3.0,9.0,2.0,-17.684144632000002,7.689125298,0.2489568496431504,-71.91581086666666,0.0,0.5468712958000002,0
3ring_cn,neutral,True,conf_1,-492.46,True,True,-5.964466766,-3.538026228,2.426440538,,0.202083,-0.265732,0.467815,-6.250000000179723e-08,1.0,0.0,0.0,100.0,-492.4437961,True,-5.437109834,-3.538026228,1.899083606,0.4409308044598261,,0.0,-5.964466766,-3.538026228,2.426440538,0.6931471805599453,0.0,0.467815,0.467815,0,0,1,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5.0,3.5,-1.0,0.0,3.0,-3.0,5.0,2.0,-20.875633681,10.614078684,0.4044060823231961,-98.492,0.0,0.5279321613999999,0
3ring_cn,cation,True,conf_1,-492.263,True,True,-7.571027822,-3.961707726,3.609320096,,,,,,1.0,0.0,0.0,100.0,,,,,,,,0.1970000000000027,-7.571027822,-3.961707726,3.609320096,0.6931471805599453,0.0,,,0,0,1,0,0,1,0,1,0,1,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5.0,3.5,-1.0,0.0,3.0,-3.0,5.0,2.0,-26.498597377,11.885123178,0.6015523467460887,-98.4526,0.0,0.8827960287999999,0
3ring_cn,triplet,True,conf_1,-492.427055,True,True,-4.898052,-2.12929205,2.76875995,,,,,,1.0,0.0,0.0,100.0,,,,,,,0.896479572999559,0.0329449999999837,-4.898052,-2.12929205,2.76875995,0.6931471805599453,0.0,,,0,0,1,0,0,1,0,0,1,1,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5.0,3.5,-1.0,0.0,3.0,-3.0,5.0,2.0,-17.143182,6.38787615,0.4614592225679623,-98.485411,0.0,0.6306279850000001,0
5ring_me_3ring_cn_out,neutral,True,conf_2,-571.0542287,True,True,-5.735618892,-3.46537179,2.2702471020000003,,0.198549,-0.273541,0.47209,-9.090909091107428e-08,2.0,596.13,596.13,0.0,-571.0374026,True,-5.279283714,-3.46537179,1.813911924,0.4578617375400803,,0.0,-5.735618892,-3.46537179,2.270247102,1.0986122886681098,6.3921348451312126,0.47209,0.47209,0,0,1,1,0,1,1,0,0,1,3,2,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.0,3.7,0.0,0.5,3.0,-2.5,10.0,4.0,-21.2217899004,8.663429475,0.2063859125582613,-51.914020790909085,0.0,0.4810741306000001,0
5ring_me_3ring_cn_out,cation,True,conf_2,-570.8626764,True,True,-7.026255594,-3.842793908,3.183461686,,,,,,2.0,304.34,304.34,0.0,,,,,,,,0.1915522999998984,-7.026255594,-3.842793908,3.183461686,1.0986122886681098,5.721425909828796,,,0,0,1,1,0,1,0,1,0,1,3,2,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.0,3.7,0.0,0.5,3.0,-2.5,10.0,4.0,-25.9971456978,9.60698477,0.2894053447224139,-51.89660694545455,0.0,0.7550385058,0
5ring_me_3ring_cn_out,triplet,True,conf_1,-571.0213424,True,False,-5.253977112,-1.92112484,3.332852272,,,,,,1.0,0.0,0.0,100.0,,,,,,,0.8948822638192608,0.0328862999999728,-5.253977112,-1.92112484,3.332852272,0.6931471805599453,0.0,,,0,0,1,1,0,1,0,0,1,1,3,2,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.0,3.7,0.0,0.5,3.0,-2.5,10.0,4.0,-19.4397153144,4.802812100000001,0.3029862947397321,-51.91103112727273,0.0,0.7998556816,0
sesqui_5ring_oh_7ring_2cn_in,neutral,True,conf_1,-797.6130424,True,True,-5.032204202000001,-2.661547034,2.3706571680000006,,0.224354,-0.232575,0.456929,3.846153845970877e-08,3.0,4568.27,0.0,100.0,-797.582044953,False,-4.9949245840000005,-2.661547034,2.33337755,0.8434839292959166,,0.0,-5.032204202000001,-2.661547034,2.370657168000001,1.3862943611198906,8.427108733710927,0.456929,0.456929,0,1,1,0,0,1,1,0,0,1,3,2,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,15.0,6.5,-3.0,1.0,3.0,-2.0,15.0,4.0,-32.709327313,5.323094068,0.1481659803962623,-53.17420282666667,0.0,0.5111971504000001,0
sesqui_5ring_oh_7ring_2cn_in,cation,True,conf_1,-797.4484353,True,True,-6.169640722,-3.35108391,2.818556812,,,,,,3.0,4359.31,0.0,100.0,,,,,,,,0.164607100000012,-6.169640722,-3.35108391,2.818556812,1.3862943611198906,8.38029843473296,,,0,1,1,0,0,1,0,1,0,1,3,2,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,15.0,6.5,-3.0,1.0,3.0,-2.0,15.0,4.0,-40.102664693,6.70216782,0.1761596906501933,-53.16322902,0.0,0.6455670436000001,0
