Molecule,State,is_primary,conformer,energy,opt_success,no_imaginary,homo,lumo,homo_lumo_gap,dipole,max_positive_charge,max_negative_charge,charge_spread,avg_charge,crest_num_conformers,crest_energy_range,crest_energy,crest_population,excited_energy,excited_opt_success,excited_homo,excited_lumo,excited_homo_lumo_gap,excitation_energy_ev,gap_ev,energy_diff_from_neutral,homo_num,lumo_num,gap_calculated,conformational_flexibility,energy_diversity,charge_polarity,charge_intensity,has_nh2,has_oh,has_cn,has_me,has_f,is_ring,is_neutral,is_cation,is_triplet,is_primary_num,molecular_complexity,ring_count,has_5ring,has_3ring,has_7ring,has_in_group,has_out_group,has_both_groups,has_cn_alt,cn_count,has_nh2_alt,nh2_count,has_oh_alt,oh_count,has_me_alt,me_count,has_f_alt,f_count,has_sh,sh_count,has_bh2,bh2_count,has_cf3,cf3_count,has_no2,no2_count,has_ome,ome_count,has_nme2,nme2_count,has_nph3,nph3_count,has_nn+,nn+_count,total_substituents,structural_complexity,estimated_size,estimated_polarity,estimated_hydrophobicity,electron_donating_effect,electron_withdrawing_effect,net_electronic_effect,estimated_conjugation,planarity_index,homo_polarity,lumo_electronic_effect,gap_conjugation,energy_per_size,dipole_planarity,s1_t1_gap_ev,is_negative_gap
sesqui_5ring_oh_7ring_2cn_in,triplet,True,conf_1,-797.6089208,True,True,-4.867031004,-2.5282111740000004,2.33881983,,,,,,3.0,1269.45,0.0,100.0,,,,,,,0.112154506242065,0.0041216000000758,-4.867031004,-2.5282111740000004,2.33881983,1.3862943611198906,7.147126447400998,,,0,1,1,0,0,1,0,0,1,1,3,2,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,15.0,6.5,-3.0,1.0,3.0,-2.0,15.0,4.0,-31.635701526,5.056422348000001,0.1461761480149074,-53.17392805333333,0.0,0.5016459489999998,0
5ring_nme2,neutral,True,conf_9,-575.9021393,True,True,-4.30620405,-0.72790495,3.5782991,,0.148482,-0.328732,0.477214,1.333333333334667e-07,12.0,4472.88,2778.61,0.0,-575.8342439,True,-3.1391071040000003,-0.72790495,2.411202154,1.847528887559935,,0.0,-4.30620405,-0.72790495,3.5782991,2.5649493574615367,8.40601132005425,0.477214,0.477214,0,0,0,1,0,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,9.0,2.2,1.5,2.5,0.1,2.4,6.0,1.0,-9.47364891,-1.74697188,0.5111848554502065,-63.989126588888894,0.0,0.87348973,0
5ring_nme2,cation,True,conf_2,-575.7765458,True,True,-4.573147884,-1.233764876,3.339383008,,,,,,2.0,1357.93,1357.93,0.0,,,,,,,,0.1255935000000363,-4.573147884,-1.233764876,3.339383008,1.0986122886681098,7.214452904362433,,,0,0,0,1,0,1,0,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,9.0,2.2,1.5,2.5,0.1,2.4,6.0,1.0,-10.0609253448,-2.9610357024,0.4770540339228087,-63.97517175555556,0.0,0.8018149024000001,0
5ring_nme2,triplet,True,conf_8,-575.8592883,True,True,-3.619388314,-0.380143258,3.239245056,,,,,,9.0,2548.94,1564.38,0.0,,,,,,,1.166035701401129,0.0428510000000414,-3.619388314,-0.380143258,3.239245056,2.302585092994046,7.843825108463887,,,0,0,0,1,0,1,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,9.0,2.2,1.5,2.5,0.1,2.4,6.0,1.0,-7.962654290800001,-0.9123438192,0.4627486326448105,-63.984365366666665,0.0,0.7717735168,0
5ring_bh2_both,neutral,True,conf_4,-409.8516255,True,True,-6.6874736640000005,-2.830801942,3.8566717220000006,,0.241089,-0.091463,0.332552,9.090909090981265e-08,4.0,1057.35,1057.35,0.0,-409.8480763,True,-6.568831960000001,-2.830801942,3.738030018,0.0965787008802455,,0.0,-6.6874736640000005,-2.830801942,3.8566717220000006,1.6094379124341005,6.964466370566179,0.332552,0.332552,0,0,0,0,0,1,1,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,1.0,0.5,0.0,1.0,-1.0,5.0,2.0,-6.6874736640000005,2.830801942,0.6427775490374185,-68.30860425,0.0,0.9570015166000001,0
5ring_bh2_both,cation,True,conf_2,-409.6334362,True,True,-6.858633370000001,-2.682499812,4.176133558,,,,,,2.0,233.43,233.43,0.0,,,,,,,,0.2181893000000059,-6.858633370000001,-2.682499812,4.176133558,1.0986122886681098,5.457157035861426,,,0,0,0,0,0,1,0,1,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,1.0,0.5,0.0,1.0,-1.0,5.0,2.0,-6.858633370000001,2.682499812,0.6960210996315007,-68.27223936666667,0.0,1.0528400674,0
5ring_bh2_both,triplet,True,conf_4,-409.7964815,True,True,-6.2692344460000005,-2.4492981140000003,3.819936332,,,,,,8.0,3643.94,2444.78,0.0,,,,,,,1.5005454415995734,0.0551439999999843,-6.2692344460000005,-2.4492981140000003,3.819936332,2.19722457733622,8.201095183401927,,,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,1.0,0.5,0.0,1.0,-1.0,5.0,2.0,-6.2692344460000005,2.4492981140000003,0.6366549942416764,-68.29941358333333,0.0,0.9459808996000001,0
me_oh_cn_neg_synth,neutral,True,conf_2,-721.3932094,True,True,-4.678728116,-3.528502238,1.150225878,,0.219533,-0.284172,0.503705,1.3010426069826053e-18,5.0,1504.14,226.53,0.0,-721.384038307,False,-4.554372018,-3.528502238,1.0258697799999996,0.2495582800623016,,0.0,-4.678728116,-3.528502238,1.150225878,1.791759469228055,7.316641196112395,0.503705,0.503705,0,1,1,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,6.7,-2.0,1.5,3.0,-1.5,3.0,0.1,-31.3474783772,5.2927533570000005,0.2875557506106235,-180.34830235,0.0,-0.30301568933971457,1
5ring_oh_3ring_cn_in_neg_synth,neutral,True,conf_1,-642.802,True,True,-4.869752144,-3.569863566,1.2998885780000002,,0.225253,-0.276387,0.50164,1.1111111111122227e-07,3.0,2847.64,0.0,100.0,-642.7953011,True,-4.5064799540000005,-3.569863566,0.9366163880000002,0.1822864474616421,,0.0,-4.869752144,-3.569863566,1.2998885779999996,1.3862943611198906,7.954596966387434,0.50164,0.50164,0,1,1,0,0,1,1,0,0,1,3,2,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.0,6.5,-3.0,1.0,3.0,-2.0,11.0,4.0,-31.653388936,7.139727132,0.1083239578967017,-58.43654545454546,0.0,-0.23532114305701168,1
5ring_nh2_both_neg_synth,cation,True,conf_1,-529.3041835,True,True,-4.12524824,-0.914030926,3.211217314,,,,,,2.0,405.37,0.0,100.0,,,,,,,,0.1053574000000026,-4.12524824,-0.914030926,3.211217314,1.0986122886681098,6.007264074641886,,,1,0,0,0,0,1,0,1,0,1,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.5,3.0,-2.0,2.0,0.1,1.9,6.0,2.0,-12.37574472,-1.7366587594,0.4587446752218926,-81.43141284615385,0.0,-0.7808505874108149,1
5ring_nh2_3ring_cn_out_neg_synth,cation,True,conf_1,-602.952027,True,True,-5.821606916,-3.923067538,1.898539378,,,,,,1.0,0.0,0.0,100.0,,,,,,,,0.1659426999999596,-5.821606916,-3.923067538,1.898539378,0.6931471805599453,0.0,,,1,0,1,0,0,1,0,1,0,1,3,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.5,6.5,-3.0,2.0,3.0,-1.0,11.0,4.0,-37.840444954000006,3.923067538,0.1582114829904308,-52.430611043478265,0.0,-0.4514808043284481,1
3ring_nh2_neg_synth,neutral,True,conf_2,-418.8159931,True,True,-4.867303118000001,-0.215514288,4.65178883,,0.168632,-0.125303,0.293935,5.555555555869508e-08,2.0,152.48,152.48,0.0,-418.7368103,True,-4.419403474,-0.215514288,4.203889186,2.154674843920336,,0.0,-4.867303118000001,-0.215514288,4.651788830000001,1.0986122886681098,5.033570265378752,0.293935,0.293935,1,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.5,3.0,-2.0,2.0,0.1,1.9,4.0,2.0,-14.601909354000002,-0.4094771472,0.9303559052881896,-93.0702206888889,0.0,-1.2114482711038337,1
5ring_cn_both_neg_synth,triplet,True,conf_1,-676.7961639,True,False,-5.2809163980000005,-4.216134316,1.064782082,,,,,,1.0,0.0,0.0,100.0,,,,,,,1.8837146072801447,0.0692252000000053,-5.2809163980000005,-4.216134316,1.064782082000001,0.6931471805599453,0.0,,,0,0,1,0,0,1,0,0,1,1,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7.0,3.5,-1.0,0.0,3.0,-3.0,7.0,2.0,-18.483207393,12.648402948,0.1330975938780077,-96.68516627142856,0.0,-0.2731770993383131,1
3ring_bh2_neg_synth,cation,True,conf_1,-358.8057463,True,True,-6.966390514,-2.43950201,4.526888504,,,,,,1.0,0.0,0.0,100.0,,,,,,,,0.1825675999999703,-6.966390514,-2.43950201,4.526888504,0.6931471805599453,0.0,,,0,0,0,0,0,1,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,1.0,0.5,0.0,1.0,-1.0,3.0,2.0,-6.966390514,2.43950201,1.1317192967017584,-89.701436575,0.0,-1.3023857262589575,1
5ring_bh2_out_neg_synth,neutral,True,conf_1,-358.9986057,True,True,-6.218621242,-2.020174336,4.198446906,,0.239402,-0.0819,0.321302,-5.555555555300904e-08,1.0,0.0,0.0,100.0,-358.9863301,True,-5.798205112,-2.020174336,3.778030776,0.3340362618402582,,0.0,-6.218621242,-2.020174336,4.198446906,0.6931471805599453,0.0,0.321302,0.321302,0,0,0,0,0,1,1,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,1.0,0.5,0.0,1.0,-1.0,5.0,2.0,-6.218621242,2.020174336,0.6997399847666921,-59.83310095,0.0,-1.2421503179691291,1
3ring_bh2_neg_synth,neutral,True,conf_1,-358.9883139,True,True,-5.53615933,-2.2702471020000003,3.265912228,,0.180584,-0.062649,0.2432329999999999,5.555555555561113e-08,1.0,0.0,0.0,100.0,-358.9594878,True,-5.301597062,-2.2702471020000003,3.03134996,0.7843985375400927,,0.0,-5.53615933,-2.2702471020000003,3.265912228,0.6931471805599453,0.0,0.2432329999999999,0.2432329999999999,0,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,1.0,0.5,0.0,1.0,-1.0,3.0,2.0,-5.53615933,2.2702471020000003,0.8164760158099605,-89.747078475,0.0,-0.8864023834406222,1
sesqui_7ring_2cn_in_neg_synth,cation,True,conf_2,-647.0782986,True,True,-6.846116126,-3.873270676,2.97284545,,,,,,7.0,3381.02,508.28,0.0,,,,,,,,0.197888799999987,-6.846116126,-3.873270676,2.97284545,2.079441541679836,8.126228443101596,,,0,0,1,0,0,1,0,1,0,1,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9.0,3.5,-1.0,0.0,3.0,-3.0,9.0,2.0,-23.961406441,11.619812028,0.2972842477157523,-71.89758873333334,0.0,-0.7501771193103925,1
sesqui_5ring_oh_7ring_2f_in_neg_synth,cation,True,conf_2,-811.4314009,True,True,-5.488811494,-3.25040173,2.238409764,,,,,,3.0,2493.72,1634.03,0.0,,,,,,,,0.1455561999999872,-5.488811494,-3.25040173,2.238409764,1.3862943611198906,7.821931777439087,,,0,1,0,0,0,1,0,1,0,1,3,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,13.5,7.0,-2.5,1.0,1.0,0.0,13.0,4.0,-38.421680458,-0.0,0.1598862975097875,-60.1060296962963,0.0,-0.5164550476232699,1
5ring_nme2_3ring_nn+_neg_synth,neutral,True,conf_1,-793.4375748,True,True,-4.515187602,-2.5488918380000003,1.966295764,,0.245172,-0.302517,0.547689,-6.25000000000625e-08,6.0,2352.53,0.0,100.0,-793.424786658,False,,,,0.3479832472181656,,0.0,-4.515187602,-2.5488918380000003,1.966295764,1.9459101490553128,7.763671607732549,0.547689,0.547689,0,0,0,1,0,1,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,5,14.0,6.7,-1.5,2.5,3.0,-0.5,10.5,3.0,-30.251756933400003,1.274445919,0.1709820916677463,-56.67411248571428,0.0,-0.5803196540849209,1
5ring_oh_3ring_bh2_in_neg_synth,neutral,True,conf_2,-509.3377397,True,True,-5.095062536,-2.677873874,2.417188662,,0.282417,-0.24839,0.530807,0.0,6.0,4252.0,169.43,0.0,-509.289911831,False,-5.06948382,-2.677873874,2.391609946,1.3014632745066672,,0.0,-5.095062536,-2.677873874,2.4171886620000005,1.9459101490553128,8.355379895253634,0.530807,0.530807,0,1,0,0,0,1,1,0,0,1,3,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10.0,4.0,-1.5,1.0,1.0,0.0,9.0,4.0,-20.380250144,-0.0,0.2417186244813755,-50.93377397,0.0,-0.5653553317393504,1
5ring_nh2_out_neg_synth,triplet,True,conf_3,-418.7219358,True,True,-3.9470135700000006,-0.338237702,3.608775868,,,,,,5.0,3879.89,689.63,0.0,,,,,,,1.30789417187997,0.0480641999999988,-3.9470135700000006,-0.338237702,3.608775868000001,1.791759469228055,8.263819787756717,,,1,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.5,3.0,-2.0,2.0,0.1,1.9,6.0,2.0,-11.84104071,-0.6426516337999999,0.515538673230467,-64.41875935384616,0.0,-0.8931673800774075,1
5ring_me_3ring_cn_both_neg_synth,neutral,True,conf_2,-649.646185,True,True,-5.259419392000001,-3.445235354,1.8141840380000005,,0.201107,-0.280359,0.481466,7.142857143174058e-08,2.0,298.07,298.07,0.0,-649.621140552,False,-5.212071556,-3.445235354,1.7668362019999997,0.681494492304567,,0.0,-5.259419392000001,-3.445235354,1.814184038000001,1.0986122886681098,5.700677659702722,0.481466,0.481466,0,0,1,1,0,1,1,0,0,1,3,2,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.0,3.7,0.0,0.5,3.0,-2.5,10.0,4.0,-19.4598517504,8.613088385,0.1649256717039349,-59.05874409090909,0.0,-0.5142568784618478,1
5ring_oh_both_neg_synth,neutral,True,conf_2,-608.79809,True,True,-4.2857955,-0.737156826,3.548638674,,0.219743,-0.272172,0.491915,-5.555555555869508e-08,6.0,4390.05,1916.41,0.0,-608.733411897,False,-4.300489656000001,-0.737156826,3.56333283,1.7599817319743538,,0.0,-4.2857955,-0.737156826,3.548638674,1.9459101490553128,8.387323657424695,0.491915,0.491915,0,1,0,0,0,1,1,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,3.0,-2.0,1.0,0.1,0.9,6.0,2.0,-12.8573865,-0.6634411434,0.5069476577890603,-101.46634833333331,0.0,-0.9266812144810063,1
5ring_ome_3ring_cn_in_neg_synth,triplet,True,conf_2,-721.3488929,True,True,-4.738593196,-1.962758282,2.775834914,,,,,,3.0,2589.73,592.37,0.0,,,,,,,0.1003202683800797,0.0036867000000029,-4.738593196,-1.962758282,2.775834914,1.3862943611198906,7.8596949682622625,,,0,0,1,1,0,1,0,0,1,1,4,2,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,13.0,6.2,-0.5,1.5,3.0,-1.5,10.0,4.0,-29.3792778152,2.944137423,0.252348399137819,-55.48837637692308,0.0,-0.745010096351262,1
sh_oh_cn_neg_synth,triplet,True,conf_5,-1438.9841677,True,True,-4.819411054,-2.0694269700000003,2.749984084,,,,,,6.0,4273.34,2779.24,0.0,,,,,,,0.0475492003630742,0.0017474000001129,-4.819411054,-2.0694269700000003,2.7499840839999994,1.9459101490553128,8.360384983487208,,,0,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,8.0,-2.5,1.5,3.0,-1.5,3.0,0.1,-38.555288432,3.1041404550000005,0.6874943022642442,-359.746041925,0.0,-0.7840334203867365,1
5ring_nme2_neg_synth,triplet,True,conf_8,-575.8592883,True,True,-3.619388314,-0.380143258,3.239245056,,,,,,9.0,2548.94,1564.38,0.0,,,,,,,1.166035701401129,0.0428510000000414,-3.619388314,-0.380143258,3.239245056,2.302585092994046,7.843825108463887,,,0,0,0,1,0,1,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,9.0,2.2,1.5,2.5,0.1,2.4,6.0,1.0,-7.962654290800001,-0.9123438192,0.4627486326448105,-63.984365366666665,0.0,-0.9648946973848547,1
3ring_oh_neg_synth,neutral,True,conf_1,-458.4851129,True,True,-5.379421666000001,-0.580691276,4.79873039,,0.258399,-0.165959,0.424358,3.469446951953614e-18,3.0,2922.94,0.0,100.0,-458.46450018,True,-4.874650196,-0.580691276,4.29395892,0.5609009690072969,,0.0,-5.379421666000001,-0.580691276,4.798730390000001,1.3862943611198906,7.980687300823293,0.424358,0.424358,0,1,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,3.0,-2.0,1.0,0.1,0.9,4.0,2.0,-16.138264998000004,-0.5226221484000001,0.9597441585116832,-114.621278225,0.0,-1.3118562143618406,1
me_oh_cn_neg_synth,triplet,True,conf_4,-721.3970512,True,False,-4.704034718,-1.874321232,2.829713486,,,,,,7.0,3797.06,1564.38,0.0,,,,,,,-0.1045407565177766,-0.0038417999999182,-4.704034718,-1.874321232,2.829713486,2.079441541679836,8.242245689035757,,,0,1,1,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,6.7,-2.0,1.5,3.0,-1.5,3.0,0.1,-31.5170326106,2.811481848,0.7074266029334928,-180.3492628,0.0,-0.7330018547173686,1
sesqui_5ring_oh_7ring_2f_in_neg_synth,neutral,True,conf_3,-811.5769571,True,True,-5.082817406,-2.4639922700000003,2.6188251360000003,,0.205771,-0.247746,0.453517,-4.166666666439537e-08,3.0,1728.79,1728.79,0.0,-811.54855054,False,-4.049328434,-2.4639922700000003,1.585336164,0.7729822667842077,,0.0,-5.082817406,-2.4639922700000003,2.618825136,1.3862943611198906,7.455755292840555,0.453517,0.453517,0,1,0,0,0,1,1,0,0,1,3,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,13.5,7.0,-2.5,1.0,1.0,0.0,13.0,4.0,-35.579721842,-0.0,0.1870588046722823,-60.11681163703703,0.0,-0.6803094091705502,1
sesqui_5ring_oh_neg_synth,neutral,True,conf_1,-613.2700224,True,False,-4.615325554000001,-1.957043888,2.6582816660000006,,0.216362,-0.246137,0.462499,1.666666666656769e-07,3.0,4601.52,0.0,100.0,-613.25008888,False,-4.524439478000001,-1.957043888,2.5673955900000003,0.5424189861278651,,0.0,-4.615325554000001,-1.957043888,2.6582816660000006,1.3862943611198906,8.434359258562212,0.462499,0.462499,0,1,0,0,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,3.0,-2.0,1.0,0.1,0.9,6.0,2.0,-13.845976662000002,-1.7613394992,0.3797539812085984,-102.2116704,0.0,-0.654676793739029,1
5ring_nph3_3ring_CN_neg_synth,neutral,True,conf_18,-1286.8484563,True,True,-5.512485412,-2.80005306,2.7124323520000004,,0.62916,-0.401343,1.030503,1.4456028966473393e-18,18.0,4948.54,4948.54,0.0,-1286.8314756,True,-5.283637538000001,-2.80005306,2.483584478,0.4620686199793584,,0.0,-5.512485412,-2.80005306,2.712432352,2.9444389791664403,8.507049921951612,1.030503,1.030503,0,0,0,0,0,1,1,0,0,1,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4,17.0,4.5,2.0,1.5,3.0,-1.5,10.0,1.0,-24.806184354000003,4.2000795900000005,0.246584535104968,-75.69696801764705,0.0,-0.8060337527640808,1
5ring_oh_both_neg_synth,cation,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,1,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,3.0,-2.0,1.0,0.1,0.9,6.0,2.0,,,,,0.0,,0
5ring_me_3ring_cf3_in_neg_synth,triplet,True,conf_1,-1060.2447487,True,True,-4.962270904,-1.750237248,3.212033656,,,,,,3.0,351.41,0.0,100.0,,,,,,,1.1658751541406065,0.0428451000000222,-4.962270904,-1.750237248,3.2120336560000005,1.3862943611198906,5.864795270503905,,,0,0,0,1,0,1,0,0,1,1,4,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,5,12.5,6.7,2.5,0.5,3.5,-3.0,8.0,2.5,-33.2472150568,5.250711744,0.3568922318975202,-84.819579896,0.0,-0.8279408604247184,1
5ring_oh_in_neg_synth,triplet,True,conf_7,-458.4547919,True,True,-4.975876604,-1.12655196,3.849324644,,,,,,7.0,4839.98,4839.98,0.0,,,,,,,0.4073682637001087,0.0149705000000039,-4.975876604,-1.12655196,3.849324644,2.079441541679836,8.484872458553346,,,0,1,0,0,0,1,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,3.0,-2.0,1.0,0.1,0.9,6.0,2.0,-14.927629812,-1.013896764,0.5499027349960929,-76.40913198333332,0.0,-0.9899241214656372,1
calicene_neg_synth,cation,True,conf_1,-307.9464592,True,True,-7.139182904,-2.300995984,4.83818692,,,,,,1.0,0.0,0.0,100.0,,,,,,,,0.1849839999999858,-7.139182904,-2.300995984,4.83818692,0.6931471805599453,0.0,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.1,-0.1,0.0,0.1,-0.7139182904000001,0.2300995984,4.838138538614613,-307.9464592,0.0,-1.2761933952399418,1
5ring_oh_3ring_cn_out_neg_synth,neutral,True,conf_1,-642.808143,True,True,-5.58650042,-3.4150307,2.17146972,,0.231738,-0.276474,0.508212,-2.5057116875220546e-18,4.0,3441.26,0.0,100.0,-642.7869243,True,-5.055333892,-3.4150307,1.640303192,0.5773905331789949,,0.0,-5.58650042,-3.4150307,2.17146972,1.6094379124341005,8.143883511396883,0.508212,0.508212,0,1,1,0,0,1,1,0,0,1,3,2,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11.0,6.5,-3.0,1.0,3.0,-2.0,11.0,4.0,-36.31225273,6.8300614,0.1809556592036173,-58.43710390909091,0.0,-0.5213173567899582,1
me_oh_cn_neg_synth,cation,True,conf_1,-721.2411781,True,True,-5.807456988,-3.777214434,2.0302425540000004,,,,,,4.0,3747.48,0.0,100.0,,,,,,,,0.1520313000000897,-5.807456988,-3.777214434,2.0302425540000004,1.6094379124341005,8.229105703461363,,,0,1,1,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,6.7,-2.0,1.5,3.0,-1.5,3.0,0.1,-38.9099618196,5.665821651,0.5075593696015761,-180.310294525,0.0,-0.6032975682573849,1
